
# ALGORITHM_SETUP
# algorithm: hc
# algorithm(class): aitoa.algorithms.HillClimber
# END_ALGORITHM_SETUP

# BEGIN_LOG
# fbest;consumedFEs;consumedTimeMS
devtools::install_github("thomasWeise/plotteR");
library("plotteR");
};
plot.gantt(list(
 list( list(job=1L,start=0L,end=92L)
,list(job=42L,start=92L,end=174L)
,list(job=19L,start=174L,end=274L)
,list(job=35L,start=274L,end=289L)
,list(job=48L,start=289L,end=315L)
,list(job=20L,start=315L,end=375L)
,list(job=25L,start=375L,end=423L)
,list(job=43L,start=423L,end=498L)
,list(job=41L,start=498L,end=592L)
,list(job=11L,start=592L,end=657L)
,list(job=34L,start=657L,end=690L)
,list(job=17L,start=690L,end=726L)
,list(job=12L,start=726L,end=784L)
,list(job=38L,start=784L,end=806L)
,list(job=24L,start=806L,end=838L)
,list(job=8L,start=838L,end=885L)
,list(job=37L,start=885L,end=900L)
,list(job=4L,start=900L,end=924L)
,list(job=7L,start=924L,end=975L)
,list(job=16L,start=975L,end=1031L)
,list(job=0L,start=1031L,end=1032L)
,list(job=21L,start=1032L,end=1072L)
,list(job=30L,start=1072L,end=1094L)
,list(job=18L,start=1094L,end=1103L)
,list(job=31L,start=1103L,end=1124L)
,list(job=13L,start=1124L,end=1182L)
,list(job=40L,start=1182L,end=1258L)
,list(job=46L,start=1258L,end=1302L)
,list(job=5L,start=1310L,end=1325L)
,list(job=32L,start=1325L,end=1341L)
,list(job=49L,start=1341L,end=1373L)
,list(job=26L,start=1373L,end=1443L)
,list(job=39L,start=1443L,end=1526L)
,list(job=36L,start=1526L,end=1568L)
,list(job=29L,start=1568L,end=1597L)
,list(job=44L,start=1597L,end=1672L)
,list(job=2L,start=1678L,end=1731L)
,list(job=47L,start=1731L,end=1735L)
,list(job=9L,start=1735L,end=1776L)
,list(job=28L,start=1776L,end=1860L)
,list(job=23L,start=2021L,end=2099L)
,list(job=14L,start=2099L,end=2109L)
,list(job=6L,start=2109L,end=2154L)
,list(job=10L,start=2154L,end=2189L)
,list(job=15L,start=2189L,end=2276L)
,list(job=45L,start=2276L,end=2309L)
,list(job=27L,start=2309L,end=2404L)
,list(job=22L,start=2404L,end=2439L)
,list(job=3L,start=2439L,end=2512L)
,list(job=33L,start=2512L,end=2554L)
)
,list( list(job=2L,start=0L,end=44L)
,list(job=7L,start=44L,end=74L)
,list(job=42L,start=74L,end=84L)
,list(job=20L,start=84L,end=165L)
,list(job=48L,start=165L,end=258L)
,list(job=44L,start=258L,end=300L)
,list(job=33L,start=300L,end=391L)
,list(job=31L,start=391L,end=453L)
,list(job=35L,start=453L,end=477L)
,list(job=32L,start=477L,end=520L)
,list(job=23L,start=520L,end=556L)
,list(job=49L,start=556L,end=603L)
,list(job=3L,start=603L,end=663L)
,list(job=25L,start=663L,end=748L)
,list(job=1L,start=748L,end=824L)
,list(job=12L,start=824L,end=884L)
,list(job=24L,start=884L,end=924L)
,list(job=37L,start=924L,end=944L)
,list(job=5L,start=944L,end=976L)
,list(job=41L,start=976L,end=1021L)
,list(job=40L,start=1021L,end=1085L)
,list(job=46L,start=1085L,end=1174L)
,list(job=47L,start=1174L,end=1208L)
,list(job=39L,start=1208L,end=1290L)
,list(job=30L,start=1290L,end=1340L)
,list(job=45L,start=1340L,end=1403L)
,list(job=9L,start=1403L,end=1471L)
,list(job=17L,start=1471L,end=1476L)
,list(job=18L,start=1476L,end=1514L)
,list(job=38L,start=1514L,end=1591L)
,list(job=11L,start=1591L,end=1631L)
,list(job=8L,start=1631L,end=1689L)
,list(job=21L,start=1689L,end=1730L)
,list(job=13L,start=1730L,end=1779L)
,list(job=6L,start=1779L,end=1838L)
,list(job=36L,start=1838L,end=1895L)
,list(job=26L,start=1895L,end=1937L)
,list(job=10L,start=1937L,end=2037L)
,list(job=4L,start=2037L,end=2039L)
,list(job=19L,start=2039L,end=2103L)
,list(job=16L,start=2103L,end=2148L)
,list(job=0L,start=2148L,end=2225L)
,list(job=28L,start=2225L,end=2242L)
,list(job=29L,start=2242L,end=2306L)
,list(job=15L,start=2306L,end=2393L)
,list(job=43L,start=2393L,end=2450L)
,list(job=34L,start=2450L,end=2530L)
,list(job=14L,start=2565L,end=2642L)
